Global_Rank,Molecule_ID,CAS,SMILES,Formula,MW,LogP,TPSA,HBD,HBA,RotB,AromRings,Rings,FracCsp3,HeavyAtoms,N_Halogen,N_ToxAlerts,Tox_Alerts,S_efficacy,S_safety,S_total,Duplicate_IDs
1741,T4S2063,4312-32-7,c1cc2c(c3c1CC1c4cc5c(cc4CCN1C3)OCO5)OCO2,C19H17NO4,323.35,2.8,40.16,0,5,0,2,6,0.368,24,0,0,none,0.9552,1.0,0.9731,T4S2063;T5807
1742,TQ0104,1883545-60-5,CC[C@@H](N)CNc1ccnc(-c2cc(-c3cnn(C)c3)ccc2O)n1,C18H22N6O,338.42,2.4,101.88,3,6,6,3,3,0.278,25,0,0,none,0.955,1.0,0.973,TQ0104
1743,T6737,74711-43-6,CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,C17H14O3S,298.36,3.76,54.37,1,3,2,2,3,0.176,21,0,0,none,0.9845,0.9557,0.973,T6737
1744,T9679,312508-42-2,N#Cc1c(NC(=O)c2cnccn2)sc2c1CCCC2,C14H12N4OS,284.34,2.54,78.67,1,5,2,2,3,0.286,20,0,0,none,1.0,0.9324,0.973,T9679
1745,T15660,1303469-70-6,CSc1ccccc1Nc1nc(N2CCNCC2)nc2c(NCC3CC3)ncnc12,C21H26N8S,422.56,3.12,90.89,3,9,7,3,5,0.429,30,0,0,none,0.9997,0.9329,0.973,T15660
1746,T17218,172733-08-3,CCc1c(C(=O)C(N)=O)c2c(OCC(=O)OC)cccc2n1Cc1ccccc1,C22H22N2O5,394.43,2.47,100.62,1,5,8,3,3,0.227,29,0,0,none,0.9613,0.9906,0.973,T17218
1747,T12484,71002-09-0,O=C(O)Cc1nn(-c2ccc(F)cc2)cc1-c1ccc(Cl)cc1,C17H12ClFN2O2,330.75,3.96,55.12,1,2,4,3,3,0.059,23,2,0,none,0.955,1.0,0.973,T12484
1748,T8640,2457232-14-1,N#Cc1cc(Nc2ncc3c(n2)CCCCC3=O)cs1,C14H12N4OS,284.34,3.06,78.67,1,6,2,2,3,0.286,20,0,0,none,1.0,0.9324,0.973,T8640
1749,T41312,139262-23-0,NCCCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,C21H24N2O4,368.43,3.11,101.65,3,4,8,2,3,0.333,27,0,0,none,0.9548,1.0,0.9729,T41312;T65665
1750,T19940,946578-00-3,CC(c1ccc(C(F)(F)F)nc1)S(C)(=O)=NC#N,C10H10F3N3OS,277.27,2.74,66.11,0,4,2,1,1,0.4,18,3,0,none,1.0,0.9322,0.9729,T19940
1751,T8450,556803-08-8,O=C(CSc1nnc(NCc2ccccc2)s1)NCC1CCCCC1,C18H24N4OS2,376.55,3.94,66.91,2,6,8,2,3,0.5,25,0,0,none,0.9546,1.0,0.9728,T8450
1752,T4058,2133832-83-2,COc1ccc(CCC(=O)N(c2nccc3ccccc23)[C@@H]2CCCNC2)cc1,C24H27N3O2,389.5,3.96,54.46,1,4,6,3,4,0.333,29,0,0,none,0.9546,1.0,0.9728,T4058
1753,T72053,1337532-14-5,Cc1cccc(CC(=O)N2CCc3cc(-c4cn(C)c5ncnc(N)c45)ccc32)n1,C23H22N6O,398.47,3.05,89.93,1,5,3,4,5,0.217,30,0,0,none,0.9705,0.976,0.9727,T72053
1754,T68051,119905-05-4,COc1ccc2c(c1)CCN1C[C@H]3CCCN(S(C)(=O)=O)[C@H]3C[C@@H]21,C18H26N2O3S,350.48,2.04,49.85,0,4,2,1,4,0.667,24,0,0,none,0.9545,1.0,0.9727,T68051
1755,T10168,142477-34-7,COc1ccccc1N1CCN(CCc2ccc3c(c2)sc(=O)n3C)CC1,C21H25N3O2S,383.52,2.97,37.71,0,5,5,3,4,0.381,27,0,0,none,0.9545,1.0,0.9727,T10168
1756,T16125,1314883-11-8,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)c2)cc1,C18H14F3N3O2S,393.39,3.82,85.94,1,5,3,3,3,0.111,27,3,0,none,0.9782,0.9645,0.9727,T16125
1757,T68051L,121961-55-5,COc1ccc2c(c1)CCN1C[C@@H]3CCCN(S(C)(=O)=O)[C@@H]3C[C@H]21,C18H26N2O3S,350.48,2.04,49.85,0,4,2,1,4,0.667,24,0,0,none,0.9545,1.0,0.9727,T68051L
1758,T79851,1426449-01-5,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnc2ccccn12,C20H16FN5O2,377.38,3.77,85.32,1,5,4,4,5,0.2,28,1,0,none,0.9543,1.0,0.9726,T79851
1759,T13033,116-42-7,CC(C)Oc1ccc(C(=O)NS(=O)(=O)c2ccc(N)cc2)cc1,C16H18N2O4S,334.4,2.17,98.49,2,5,5,2,2,0.188,23,0,0,none,0.9544,1.0,0.9726,T13033
1760,T26624,872044-70-7,Cc1ccc(B(OC(=O)c2ncccc2O)c2ccc(C)c(Cl)c2)cc1Cl,C20H16BCl2NO3,400.07,3.67,59.42,1,4,4,3,3,0.1,27,2,0,none,0.9933,0.9416,0.9726,T26624
1761,T5484,1628332-52-4,O=c1[nH]c(Oc2cnn(Cc3ccccc3)c2)nc2cnccc12,C17H13N5O2,319.32,2.36,85.69,1,5,4,4,4,0.059,24,0,0,none,0.9658,0.9826,0.9725,T5484
1762,T1424,57-63-6,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,C20H24O2,296.41,3.61,40.46,2,2,0,1,4,0.6,22,0,0,none,0.9541,1.0,0.9725,T1424
1763,T19124,2304-89-4,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,C24H38O5,406.56,3.66,94.83,3,4,4,0,4,0.917,29,0,0,none,0.9576,0.9949,0.9725,T19124
1764,T71934,153420-96-3,Cc1c(C)c2ccc(OCc3nnc(C(C)C)s3)cc2oc1=O,C17H18N2O3S,330.41,3.96,65.22,0,6,4,3,3,0.353,23,0,0,none,0.9541,1.0,0.9725,T71934
1765,TN7120,911-40-0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,C24H38O5,406.56,3.66,94.83,3,4,4,0,4,0.917,29,0,0,none,0.9576,0.9949,0.9725,TN7120
1766,TN7583,2458-08-4,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C,C24H38O5,406.56,3.66,94.83,3,4,4,0,4,0.917,29,0,0,none,0.9576,0.9949,0.9725,TN7583
1767,T4S0536,1354-84-3,C=C1C2CCC3(C([C@H]2O)[C@@]24CCC[C@@]5(C)CN(CC)C2[C@@H]3C[C@H]54)[C@@H]1O,C22H33NO2,343.51,2.82,43.7,2,3,1,0,7,0.909,25,0,0,none,0.9539,1.0,0.9724,T4S0536
1768,T21666,170911-68-9,N#Cc1ccc(N2CCN(C(=O)COc3ccc4[nH]cc(CCN)c4c3)CC2)cc1,C23H25N5O2,403.49,2.27,98.38,2,5,6,3,4,0.304,30,0,0,none,0.9662,0.9815,0.9724,T21666
1769,T6597,112885-42-4,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,C21H25ClFN3O3,421.9,3.09,76.82,2,5,7,2,3,0.381,29,2,0,none,1.0,0.9309,0.9724,T6597;T8128
1770,T27812,104340-86-5,CC(C)CN(C)c1ccccc1CS(=O)c1nc2ccccc2[nH]1,C19H23N3OS,341.48,3.96,48.99,1,3,6,3,3,0.316,24,0,0,none,0.954,1.0,0.9724,T27812
1771,T31981,1698901-76-6,CCN(Cc1cc(=O)n2c3c(sc2n1)CCC3)c1ccc(F)cc1,C18H18FN3OS,343.43,3.41,37.61,0,4,4,3,4,0.333,24,1,0,none,0.9538,1.0,0.9723,T31981
1772,T0157,93793-83-0,CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,C19H28N2O4,348.44,2.12,67.87,1,5,9,1,2,0.579,25,0,0,none,0.9538,1.0,0.9723,T0157
1773,TN1730,31575-93-6,CC(C)(O)[C@H](O)COc1c2occc2cc2ccc(=O)oc12,C16H16O6,304.3,2.05,93.04,2,6,4,3,3,0.312,22,0,0,none,0.9537,1.0,0.9722,TN1730
1774,T1703,86639-52-3,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,C22H20N2O5,392.41,2.35,101.65,2,6,2,3,5,0.318,29,0,0,none,0.9536,1.0,0.9722,T1703
1775,T5808,133164-11-1,CC(C)(O)C(O)COc1c2ccoc2cc2oc(=O)ccc12,C16H16O6,304.3,2.05,93.04,2,6,4,3,3,0.312,22,0,0,none,0.9537,1.0,0.9722,T5808
1776,T4114,436-32-8,COc1cc(C)c(C(=O)Oc2cc(C)c(C(=O)O)c(O)c2C)c(OC)c1C,C20H22O7,374.39,3.56,102.29,2,6,5,2,2,0.3,27,0,0,none,0.9536,1.0,0.9722,T4114
1777,T6S0078,2643-85-8,CC(C)(O)[C@H](O)COc1c2ccoc2cc2oc(=O)ccc12,C16H16O6,304.3,2.05,93.04,2,6,4,3,3,0.312,22,0,0,none,0.9537,1.0,0.9722,T6S0078
1778,TN2460,119577-28-5,CCc1ccc(O)c2cc3c(nc12)-c1cc2c(c(=O)n1C3)COC(=O)[C@]2(O)CC,C22H20N2O5,392.41,2.35,101.65,2,6,2,3,5,0.318,29,0,0,none,0.9536,1.0,0.9722,TN2460
1779,T19446,105838-14-0,Cc1ccc(S(=O)(=O)ONC(=O)OC(C)(C)C)cc1,C12H17NO5S,287.34,2.14,81.7,1,5,3,1,1,0.417,19,0,0,none,0.9718,0.9725,0.9721,T19446
1780,T67804,1097628-00-6,CCn1c(C(=O)c2cc(C)cc(C#N)c2)c(C(C)C)c(=O)[nH]c1=O,C18H19N3O3,325.37,2.09,95.72,1,4,4,2,2,0.333,24,0,0,none,0.9536,1.0,0.9721,T67804
1781,T1724,14892-97-8,O=c1[nH]c(=S)[nH]c2nc(-c3ccccc3)c(-c3ccccc3)nc12,C18H12N4OS,332.39,3.71,74.43,2,4,2,4,4,0.0,24,0,0,none,0.9607,0.9893,0.9721,T1724
1782,T39849,2312-35-8,C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,C19H26O4S,350.48,3.92,44.76,0,4,6,1,2,0.579,24,0,0,none,0.9535,1.0,0.9721,T39849
1783,T6615,99614-02-5,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,C18H19N3O,293.37,3.13,39.82,0,2,2,3,4,0.333,22,0,0,none,0.9682,0.978,0.9721,T6615;T6616
1784,T6565,116209-55-3,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1,C18H29NO3,307.43,2.39,50.72,2,4,11,1,2,0.667,22,0,0,none,0.9533,1.0,0.972,T6565
1785,TN7097,5234-70-8,COc1cc(CC(CO)c2cc(CCCO)cc(OC)c2O)ccc1O,C20H26O6,362.42,2.36,99.38,4,6,9,2,2,0.4,26,0,0,none,0.9534,1.0,0.972,TN7097
1786,T0226,63659-19-8,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,C18H29NO3,307.43,2.39,50.72,2,4,11,1,2,0.667,22,0,0,none,0.9533,1.0,0.972,T0226;T6408
1787,T15787,1252362-53-0,Nc1nc(Cl)cc(N(Cc2cccs2)C2CC2)n1,C12H13ClN4S,280.78,2.94,55.04,1,5,4,2,3,0.333,18,1,0,none,1.0,0.9301,0.972,T15787
1788,T70086,1887195-17-6,O=C(NC1CN(Cc2cnn(Cc3ccc(Cl)cc3)c2)C1)c1cn(C2CC2)nn1,C20H22ClN7O,411.9,2.13,80.87,1,5,7,3,5,0.4,29,1,0,none,0.9695,0.9754,0.9719,T70086
1789,T8146,55750-06-6,O=C(Nc1cccc(C2=NCCN2)c1)Nc1cccc(C2=NCCN2)c1,C19H20N6O,348.41,2.03,89.91,4,5,4,2,4,0.211,26,0,0,none,0.953,1.0,0.9718,T8146
1790,T6945,1383716-40-2,Nc1ncc(-c2ccnc(Nc3ccncc3)n2)c(CC2CC2)n1,C17H17N7,319.37,2.61,102.5,2,7,5,3,4,0.235,24,0,0,none,0.953,1.0,0.9718,T6945
1791,T24656,927691-21-2,COc1cc2ncnc(N3CC[C@@H](Oc4cnc5ccccc5n4)C3)c2cc1OC,C22H21N5O3,403.44,3.25,82.49,0,8,5,4,5,0.273,30,0,0,none,0.9705,0.9738,0.9718,T24656
1792,T7521,24853-80-3,CN1CCN(c2cc3c(nn2)Oc2ccccc2N3C)CC1,C16H19N5O,297.36,2.1,44.73,0,6,1,2,4,0.375,22,0,0,none,0.9529,1.0,0.9717,T61741;T7521
1793,T7362,1261289-04-6,O=C(Nc1nc(=O)n(Cc2ccc(Cl)cc2)s1)c1ccc(Cl)cc1,C16H11Cl2N3O2S,380.26,3.91,63.99,1,4,4,3,3,0.062,24,2,0,none,0.9633,0.9843,0.9717,T7362
1794,T64326,3479-47-8,O=C(C[C@H](NC(=O)OCc1ccccc1)C(=O)O)OCc1ccccc1,C19H19NO6,357.36,2.5,101.93,2,5,8,2,2,0.211,26,0,0,none,0.9529,1.0,0.9717,T64326
1795,T3452,945526-43-2,CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(-n3ccnc3)cc2)cc1,C19H21N3O2S,355.46,3.97,63.99,1,3,4,3,3,0.211,25,0,0,none,0.9528,1.0,0.9717,T3452
1796,T6811,1884712-47-3,C[C@@H]1CC(=O)Nc2cccc(-c3ccc4c(c3)c(-c3cnn(C)c3)nn4C)c2N1,C22H22N6O,386.46,3.78,76.77,2,4,2,4,5,0.227,29,0,0,none,0.9528,1.0,0.9717,T6811
1797,T17278,708991-09-7,C=CCOc1c(CNn2cn[nH]c2=S)cccc1OC,C13H16N4O2S,292.36,2.26,64.1,2,5,7,2,2,0.231,20,0,0,none,0.987,0.9488,0.9717,T17278
1798,T5158,6104-71-8,Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,C17H17ClN4,312.8,3.38,39.66,2,4,0,2,4,0.235,22,1,0,none,0.9523,1.0,0.9714,T5158
1799,T11826,796888-12-5,COc1cccc(Nc2nc(NCC3CCCO3)c3ccccc3n2)c1,C20H22N4O2,350.42,3.97,68.3,2,6,6,3,4,0.3,26,0,0,none,0.9524,1.0,0.9714,T11826
1800,T68730,767334-89-4,CCCCS(=O)(=O)Nc1ccccc1C(=O)N[C@H](CC)c1ccc(OC)nc1,C20H27N3O4S,405.52,3.51,97.39,2,5,10,2,2,0.4,28,0,0,none,0.9534,0.9985,0.9714,T68730
1801,T8786,1313491-22-3,COc1ccc(Nc2cc(NC3CCCCC3)ncn2)cc1,C17H22N4O,298.39,3.97,59.07,2,5,5,2,3,0.412,22,0,0,none,0.9523,1.0,0.9714,T8786
1802,T80626,1204296-79-6,FC(F)(F)Oc1ccc2nc(N3CCNCC3)sc2c1,C12H12F3N3OS,303.31,2.6,37.39,1,5,2,2,3,0.417,20,3,0,none,0.9522,1.0,0.9713,T80626
1803,T41255,931314-31-7,COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c1,C21H25N3O4S,415.52,3.72,83.31,0,6,5,3,3,0.333,29,0,0,none,0.9889,0.9449,0.9713,T41255
1804,TN2356,42123-27-3,COc1cc(-c2c3c(c(O)c4cc5c(cc24)OCO5)COC3=O)cc(OC)c1OC,C22H18O8,410.38,3.64,92.68,1,8,4,3,5,0.227,30,0,0,none,0.9935,0.9379,0.9713,TN2356
1805,T7894,118292-41-4,CC1(C)CCSc2ccc(C#Cc3ccc(C(=O)O)cn3)cc21,C19H17NO2S,323.42,3.95,50.19,1,3,1,2,3,0.263,23,0,0,none,0.9521,1.0,0.9712,T7894
1806,T12533,2531-04-6,CCc1c(-c2ccccc2)[nH]n(C2CCN(C)CC2)c1=O,C17H23N3O,285.39,2.67,41.03,1,2,3,2,3,0.471,21,0,0,none,0.9751,0.9651,0.9711,T12533
1807,T8661,345987-16-8,N#CC(c1ccnc(NCCc2cccnc2)n1)c1nc2ccccc2s1,C20H16N6S,372.46,3.79,87.38,1,7,6,4,4,0.15,27,0,0,none,0.9518,1.0,0.9711,T2343;T8661
1808,T29166,1286862-52-9,CC(=O)Nc1ccc(S(=O)(=O)Oc2ccc3c(C)cc(=O)oc3c2)cc1,C18H15NO6S,373.39,2.83,102.68,1,6,4,3,3,0.111,26,0,0,none,0.9517,1.0,0.971,T29166
1809,T5S0896,119425-89-7,COc1ccc(CCC(=O)c2ccc(O)cc2)c(OC)c1,C17H18O4,286.33,3.22,55.76,1,4,6,2,2,0.235,21,0,0,none,1.0,0.9275,0.971,T5S0896
1810,T17697,2448414-48-8,COc1cc(-c2cn(C)c(=O)c3cnccc23)cc(OC)c1CN1CCNCC1,C22H26N4O3,394.48,2.02,68.62,1,6,5,3,4,0.364,29,0,0,none,0.9516,1.0,0.971,T17697
1811,TN1517,221696-69-1,COc1cccc(OC)c1C(=O)CCc1ccc(O)cc1,C17H18O4,286.33,3.22,55.76,1,4,6,2,2,0.235,21,0,0,none,1.0,0.9275,0.971,TN1517
1812,TN1517L,1057666-04-2,COc1cccc(OC)c1CCC(=O)c1ccc(O)cc1,C17H18O4,286.33,3.22,55.76,1,4,6,2,2,0.235,21,0,0,none,1.0,0.9275,0.971,TN1517L
1813,T12126,1269055-85-7,CCc1cc(O)c(Oc2ccc(C(N)=O)cc2F)cc1F,C15H13F2NO3,293.27,3.12,72.55,2,3,4,2,2,0.133,21,2,0,none,1.0,0.9276,0.971,T12126
1814,T22638,856702-40-4,CCS(=O)(=O)N(Cc1cccnc1)c1cccc(-c2ccc(C#N)cc2)c1,C21H19N3O2S,377.47,3.98,74.06,0,4,6,3,3,0.143,27,0,0,none,0.9517,1.0,0.971,T22638
1815,T23248,302841-89-0,CCCCOC(=O)NC(=O)C1c2ccccc2Oc2ccccc21,C19H19NO4,325.36,3.98,64.63,1,4,4,2,3,0.263,24,0,0,none,0.9516,1.0,0.971,T23248
1816,T9377,2541792-70-3,CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3ccc(F)cc3[nH]2)n1,C19H17FN6O,364.38,3.79,88.49,2,4,4,4,4,0.158,27,1,0,none,0.9515,1.0,0.9709,T9377
1817,TN1162,84-74-2,CCCCOC(=O)c1ccccc1C(=O)OCCCC,C16H22O4,278.35,3.6,52.6,0,4,8,1,1,0.5,20,0,0,none,0.9937,0.9367,0.9709,TN1162
1818,T10626,1412418-47-3,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCNC1,C22H22N6O,386.46,3.79,90.88,2,6,4,4,5,0.227,29,0,0,none,0.9514,1.0,0.9709,T10626
1819,T11411,1445847-37-9,O=c1nc(OC[C@@H]2COCCO2)cc2n1CCc1cc(C#CC3CC3)ccc1-2,C22H22N2O4,378.43,2.02,62.58,0,5,3,2,5,0.455,28,0,0,none,0.9514,1.0,0.9709,T11411
1820,TN1610,41689-51-4,COc1ccc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2cc(OC)c(OC)c(OC)c2)cc1OC,C23H28O7,416.47,3.8,64.61,0,7,7,2,4,0.478,30,0,0,none,0.9796,0.9578,0.9709,T3857;TN1610
1821,T10625,1022150-12-4,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@@H]1CCCNC1,C22H22N6O,386.46,3.79,90.88,2,6,4,4,5,0.227,29,0,0,none,0.9514,1.0,0.9709,T10625
1822,T13774,2029049-79-2,O=C(CCNC(=O)c1ccc(OC(F)(F)F)cc1)N[C@@H]1CCCc2ccccc21,C21H21F3N2O3,406.4,3.9,67.43,2,3,6,2,3,0.333,29,3,0,none,0.9656,0.9788,0.9709,T13774
1823,T16789,40034-42-2,CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21,C17H14N2O3,294.31,2.78,72.19,1,3,3,3,3,0.118,22,0,0,none,1.0,0.9273,0.9709,T16789
1824,T64351,301326-41-0,O=C(N/N=C/c1ccc(-c2ccccc2)cc1)c1ccc(O)cc1,C20H16N2O2,316.36,3.82,61.69,2,3,4,3,3,0.0,24,0,0,none,0.9771,0.9615,0.9709,T64351
1825,T12152,2231747-18-3,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCNCC1,C22H22N6O,386.46,3.79,90.88,2,6,4,4,5,0.227,29,0,0,none,0.9514,1.0,0.9709,T12152;T9408
1826,T29214,1643947-30-1,CNc1nc2ncc(-c3c(C)noc3C)cc2n1Cc1ccccc1,C19H19N5O,333.4,3.79,68.77,1,5,4,4,4,0.211,25,0,0,none,0.9516,1.0,0.9709,T29214
1827,T16343,936446-61-6,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCN4CCOCC4)cc23)c1,C24H26N4O3,418.5,3.46,68.74,1,7,8,3,4,0.333,31,0,0,none,0.9959,0.933,0.9708,T16343
1828,T10547,1268863-35-9,CC(C)N(C)c1nc2cc(C(=O)O)ccc2nc1-c1ccc(F)cc1,C19H18FN3O2,339.37,3.98,66.32,1,4,4,3,3,0.211,25,1,0,none,0.9513,1.0,0.9708,T10547
1829,T7137,1690172-25-8,CC(C)(C)c1cc(-c2ccc(F)cc2)nn2cc(C(=O)N3CCNC(=O)C3(C)C)nc12,C23H26FN5O2,423.49,3.18,79.6,1,4,2,3,4,0.391,31,1,0,none,1.0,0.9268,0.9707,T7137
