Global_Rank,Molecule_ID,CAS,SMILES,Formula,MW,LogP,TPSA,HBD,HBA,RotB,AromRings,Rings,FracCsp3,HeavyAtoms,N_Halogen,N_ToxAlerts,Tox_Alerts,S_efficacy,S_safety,S_total,Duplicate_IDs
7199,T16881,191611-89-9,CN1CCCC1CCSc1ccc(O)cc1,C13H19NOS,237.37,2.97,23.47,1,3,4,1,2,0.538,16,0,0,none,0.8278,0.6784,0.768,T16881;T16881L
7200,T16734L,34994-50-8,O=c1ccc2nc3ccc(O)cc3oc-2c1,C12H7NO3,213.19,2.0,63.33,1,4,0,1,3,0.0,16,0,0,none,0.9319,0.5221,0.768,T16734;T16734L
7201,T16333,299442-43-6,Nc1ncc2c(n1)CC(c1ccco1)CC2=O,C12H11N3O2,229.24,1.56,82.01,1,5,1,2,3,0.25,17,0,0,none,0.8365,0.6652,0.768,T16333
7202,T29457L,71186-53-3,CCCCCC(O)CCCC(=O)O,C10H20O3,188.27,2.18,57.53,2,2,8,0,0,0.9,13,0,0,none,0.9443,0.5032,0.7679,T29457;T29457L
7203,T29352,5393-81-7,CCCCCCCCC(O)C(=O)O,C10H20O3,188.27,2.18,57.53,2,2,8,0,0,0.9,13,0,0,none,0.9443,0.5032,0.7679,T29352
7204,T7565,14292-26-3,CCCCCCCC(O)CC(=O)O,C10H20O3,188.27,2.18,57.53,2,2,8,0,0,0.9,13,0,0,none,0.9443,0.5032,0.7679,T7565
7205,T10337,15237-83-9,CCCCCCCCCCCC[n+]1ccc(C(=O)O)cc1,C18H30NO2+,292.44,4.59,41.18,1,1,12,1,1,0.667,21,0,0,none,0.7171,0.8439,0.7678,T10337
7206,T39350,1933514-13-6,COCc1nn(Cc2ccc(Cn3ccccc3=O)cc2)cc1C(=O)NCc1nccc(OC)c1F,C26H26FN5O4,491.52,2.76,100.27,1,6,10,4,4,0.231,36,1,0,none,0.9086,0.5565,0.7678,T39350
7207,T16696,95737-68-1,CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1,C20H19NO3,321.38,4.72,40.58,0,4,7,3,3,0.15,24,0,0,none,0.7363,0.8144,0.7676,T16696
7208,T28926,1642187-96-9,CC(C)NC(=O)Cn1c(-c2ccc(F)c(Cl)c2)nc2ncc(OCCCN3CCOCC3)cc2c1=O,C25H29ClFN5O4,517.99,2.88,98.58,1,7,9,3,4,0.44,36,2,0,none,0.9622,0.4754,0.7675,T28926
7209,T4276L,105628-72-6,O=c1[nH]ccc2c(S(=O)(=O)N3CCCNCC3)cccc12,C14H17N3O3S,307.38,0.51,82.27,2,4,2,2,3,0.357,21,0,0,none,0.6124,1.0,0.7674,T4276;T4276L
7210,T13098,1996629-79-8,O=C(Cn1cc(S(=O)(=O)N2CCCC2)ccc1=O)c1ccc(-c2cccc(C(F)(F)F)c2)cc1,C24H21F3N2O4S,490.5,4.2,76.45,0,4,6,3,4,0.25,34,3,0,none,0.9018,0.5658,0.7674,T13098
7211,T10634,32421-46-8,CCCCN(CCN(CC)CC)C(=O)c1cccc2ccccc12,C21H30N2O,326.48,4.42,23.55,0,2,9,2,2,0.476,24,0,0,none,0.6573,0.9325,0.7674,T10634
7212,T9898,139525-77-2,COc1ccc2cccc(CCN)c2c1,C13H15NO,201.27,2.35,35.25,1,2,3,2,2,0.231,15,0,0,none,0.931,0.5216,0.7673,T9898
7213,T21543,55224-94-7,CC(=Cc1ccc(Cl)cc1)C(C)=NO,C11H12ClNO,209.68,3.59,32.59,1,2,2,1,1,0.182,14,1,0,none,0.9119,0.5502,0.7672,T21543
7214,T50048,56369-21-2,CC1(C)CC(=O)Nc2ccccc2N1,C11H14N2O,190.25,2.22,41.13,2,2,0,1,2,0.364,14,0,0,none,0.9433,0.5031,0.7672,T50048
7215,T3117,115550-35-1,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,C17H19FN4O4,362.36,0.51,78.25,1,6,2,2,4,0.412,26,1,0,none,0.6119,1.0,0.7672,T3117
7216,T12871,309913-83-5,C[C@@H]1CN(Cc2ccc(F)cc2)[C@@H](C)CN1C(=O)c1cc2c(C(=O)C(=O)N(C)C)cn(C)c2cc1Cl,C27H30ClFN4O3,513.01,3.98,65.86,0,4,5,3,4,0.37,36,2,0,none,0.9517,0.49,0.767,T12871
7217,T9026,2250156-71-7,O=C1C=Cc2ccccc2/C1=C/NNC(=O)c1ccc(O)cc1,C18H14N2O3,306.32,2.26,78.43,3,4,3,2,3,0.0,23,0,2,michael_vinylketone;hydrazine,0.9876,0.4359,0.7669,T9026
7218,T10850,880813-42-3,CCn1c2ccccc2c2cc(CNCc3ccccn3)ccc21,C21H21N3,315.42,4.5,29.85,1,2,5,4,4,0.19,24,0,0,none,0.6827,0.8932,0.7669,T10850;T10850L
7219,T14184,82909-47-5,C#CCCCCCCCCCCCC(=O)O,C14H24O2,224.34,4.0,37.3,1,1,11,0,0,0.786,16,0,0,none,0.826,0.678,0.7668,T14184
7220,T50045,1214981-81-3,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,C13H24N4O3S,316.43,0.5,79.74,2,8,6,1,2,0.846,21,0,0,none,0.6112,1.0,0.7667,T50045
7221,T3569,186611-04-1,COc1ccccc1/C=C1\C(=O)Nc2ccccc21,C16H13NO2,251.28,3.19,38.33,1,2,2,2,3,0.062,19,0,1,michael_acrylamide,0.9587,0.4786,0.7667,T3569
7222,T40229,2597186-19-9,O=C(NC1CCC1)c1ccc2nc(-c3cccc(NS(=O)(=O)NCCN4CCCCC4)c3)cn2c1,C25H32N6O3S,496.64,3.02,107.84,3,5,9,3,5,0.44,35,0,0,none,0.8951,0.574,0.7667,T40229
7223,T13822,22612-27-7,CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@H]1CC=C2C3=C(CC[C@@]21C)[C@@]1(C)C[C@H](O)[C@H](O)C[C@H]1C(=O)C3,C27H42O6,462.63,2.8,118.22,5,6,5,0,4,0.815,33,0,0,none,0.782,0.7437,0.7667,T13822
7224,T1988,1201438-56-3,C[C@H](Nc1ncnc2nc[nH]c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,C22H17ClN6O,416.87,4.48,88.49,2,5,4,5,5,0.091,30,1,0,none,0.7626,0.7726,0.7666,T1988
7225,T69564,2619846-89-6,CCN1CCN(C(=O)c2ccc(Nc3ncc(F)c(-c4ccc5nc(N(C)C)sc5c4)n3)nc2)CC1,C25H27FN8OS,506.61,3.87,90.38,1,9,6,4,5,0.32,36,1,0,none,0.9399,0.5067,0.7666,T69564
7226,T0790,63-25-2,CNC(=O)Oc1cccc2ccccc12,C12H11NO2,201.22,2.56,38.33,1,2,1,2,2,0.083,15,0,0,none,0.9547,0.4845,0.7666,T0790
7227,T11129L,,C[C@@H](Nc1ncnc2nc[nH]c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,C22H17ClN6O,416.87,4.48,88.49,2,5,4,5,5,0.091,30,1,0,none,0.7626,0.7726,0.7666,T11129L
7228,T77602,387371-82-6,COc1cc(C2Nc3ccccc3-c3nc4ccccc4n32)cc(OC)c1OC,C23H21N3O3,387.44,4.7,57.54,1,5,4,4,5,0.174,29,0,0,none,0.7391,0.8079,0.7666,T77602
7229,TN1129,169534-85-4,COC1=C(C)C(=O)O[C@]12C(=O)C(C)=C1CCCCN3[C@H]([C@@H]4C[C@H](C)C(=O)O4)CC[C@@]132,C23H29NO6,415.49,2.44,82.14,0,7,2,0,5,0.696,30,0,2,michael_vinylketone;michael_acrylate,0.9697,0.4617,0.7665,TN1129
7230,T15708,101530-10-3,N#C/C(=C1/SCC(c2ccccc2Cl)S1)n1ccnc1,C14H10ClN3S2,319.84,4.41,41.61,0,4,2,2,3,0.143,20,1,1,michael_acrylonitrile,0.8262,0.6768,0.7665,T15708
7231,T28887,53813-83-5,CN1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1,C20H20ClN5O3S2,478.0,3.03,78.87,0,8,2,2,5,0.4,31,1,1,michael_acrylamide,1.0,0.4162,0.7665,T28887
7232,T50077,113578-26-0,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1cccc([N+](=O)[O-])c1,C20H24N2O6,388.42,3.2,107.77,1,7,6,1,2,0.4,28,0,2,michael_acrylate;nitro_aromatic,0.9107,0.55,0.7664,T50077
7233,T1055,3778-73-2,O=P1(NCCCl)OCCCN1CCCl,C7H15Cl2N2O2P,261.09,1.88,41.57,1,2,5,0,1,1.0,14,2,1,reactive_alkyl_halide,0.8706,0.61,0.7664,T1055
7234,T0163,63675-72-9,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],C20H24N2O6,388.42,3.2,107.77,1,7,6,1,2,0.4,28,0,2,michael_acrylate;nitro_aromatic,0.9107,0.55,0.7664,T0163
7235,T64385,3770-50-1,CCOC(=O)c1cc2ccccc2[nH]1,C11H11NO2,189.21,2.34,42.09,1,2,2,2,2,0.182,14,0,0,none,0.9751,0.453,0.7662,T64385
7236,T14118,65-61-2,CN(C)c1ccc2cc3ccc(N(C)C)cc3nc2c1,C17H19N3,265.36,3.52,19.37,0,3,2,3,3,0.235,20,0,0,none,0.7888,0.7323,0.7662,T14118;T75338
7237,T0083,107724-20-9,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,C24H30O6,414.5,3.12,82.2,0,6,1,0,6,0.792,30,0,2,michael_vinylketone;epoxide,0.9664,0.4655,0.7661,T0083
7238,T34383,144459-70-1,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,C25H34F2O6,468.54,2.98,93.06,2,6,4,0,5,0.84,33,2,1,michael_vinylketone,0.9675,0.4639,0.7661,T34383
7239,T34383L,144459-71-2,CCC[C@H]1O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,C25H34F2O6,468.54,2.98,93.06,2,6,4,0,5,0.84,33,2,1,michael_vinylketone,0.9675,0.4639,0.7661,T34383L
7240,T13031,1020719-86-1,[2H]c1c([2H])c(S(=O)(=O)Nc2cc(C)on2)c([2H])c([2H])c1N,C10H11N3O3S,257.31,1.37,98.22,2,5,3,2,2,0.1,17,0,0,none,0.7655,0.7671,0.7661,T13031
7241,T2955,1977/6/5,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,C19H22O6,346.38,1.03,104.06,3,5,1,0,5,0.684,25,0,0,none,0.61,1.0,0.766,T2955
7242,T9119,2210228-45-6,NC(=O)c1cccc(-c2ccc(S(=O)(=O)Nc3ccc4c(c3)N(C(=O)C3CC3)CCC4)cc2)c1,C26H25N3O4S,475.57,3.94,109.57,2,4,6,3,5,0.231,34,0,0,none,0.8525,0.6361,0.7659,T9119
7243,TN4583,73255-40-0,C[C@@H]1O[C@@H](Oc2ccc(CN=C=S)cc2)[C@H](O)[C@H](O)[C@H]1O,C14H17NO5S,311.36,0.5,91.51,3,7,4,1,2,0.5,21,0,0,none,0.6096,1.0,0.7658,TN4583
7244,T1999,1282512-48-4,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1,C24H28N8O2,460.54,3.17,118.67,1,6,5,4,5,0.375,34,0,0,none,0.7777,0.748,0.7658,T1999
7245,T3649,66611-37-8,N=C(NOCC(O)CN1CCCCC1)c1cccnc1,C14H22N4O2,278.36,0.77,81.47,3,5,6,1,2,0.571,20,0,0,none,0.6516,0.9368,0.7657,T3649
7246,T87651,2506273-81-8,C[C@H](CO)NC(=O)c1ccc2c(Oc3ccc(C(F)(F)F)cc3)cccc2c1,C21H18F3NO3,389.37,4.76,58.56,2,3,5,3,3,0.19,28,3,0,none,0.7531,0.7847,0.7657,T87651
7247,T28680,162100-15-4,Cc1cc2c(cc1Cl)N(C(=O)Nc1cccc3ncccc13)CC2,C19H16ClN3O,337.81,4.79,45.23,1,2,1,3,4,0.158,24,1,0,none,0.7342,0.8126,0.7656,T28680
7248,T67810,83166-17-0,CN(C)CCCN1c2ccccc2C(c2ccccc2)=Nc2cccnc21,C23H24N4,356.47,4.65,31.73,0,4,5,3,4,0.217,27,0,0,none,0.6875,0.8827,0.7656,T67810
7249,T9641,1914989-80-2,COc1ccc([C@H](C)Nc2nnc(-c3ccc(-n4cnc(C)c4)c(OC)n3)cc2C)cc1,C24H26N6O2,430.51,4.53,86.98,1,7,7,4,4,0.25,32,0,0,none,0.7849,0.7367,0.7656,T9641
7250,T9601,1103508-80-0,CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1,C29H28N6O2,492.58,4.01,96.93,0,7,7,4,5,0.276,37,0,0,none,0.901,0.5626,0.7656,T6121;T9601
7251,T2496,194413-58-6,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,C15H14N2O,238.29,3.12,44.89,2,1,1,2,3,0.133,18,0,1,michael_acrylamide,0.9877,0.4317,0.7653,T2496
7252,T2064,204005-46-9,Cc1cc(C)c(C=C2C(=O)Nc3ccccc32)[nH]1,C15H14N2O,238.29,3.12,44.89,2,1,1,2,3,0.133,18,0,1,michael_acrylamide,0.9877,0.4317,0.7653,T2064
7253,T67899,451515-89-2,CCN(CC)CCCn1c(N)c(-c2nc3ccccc3[nH]2)c2nc(C#N)c(C#N)nc21,C22H23N9,413.49,3.03,136.23,2,7,7,4,4,0.318,31,0,0,none,0.6429,0.9489,0.7653,T67899
7254,T2105,912445-05-7,C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,C13H16N4O,244.3,1.26,83.8,3,3,2,2,3,0.385,18,0,0,none,0.7587,0.7746,0.7651,T2105;T2591
7255,T0572,1916-07-0,COC(=O)c1cc(OC)c(OC)c(OC)c1,C11H14O5,226.23,1.5,53.99,0,5,4,1,1,0.364,16,0,0,none,0.8227,0.6784,0.765,T0572
7256,T3567,76086-99-2,O=C1Nc2ccccc2/C1=C/c1ccc(Br)cc1,C15H10BrNO,300.16,3.94,29.1,1,1,1,2,3,0.0,18,1,1,michael_acrylamide,0.8361,0.6583,0.765,T3567
7257,T22576,99201-87-3,Clc1cccc(SC2CCNCC2)n1,C10H13ClN2S,228.75,2.58,24.92,1,3,2,1,2,0.5,14,1,0,none,0.8418,0.6494,0.7649,T22576
7258,T22070,1569309-92-7,O=C(O)c1ccccc1S(=O)(=O)NCCCCN1C(=O)c2cccc3cccc(c23)C1=O,C23H20N2O6S,452.49,2.89,120.85,2,5,8,3,4,0.174,32,0,0,none,0.7828,0.7379,0.7648,T22070
7259,T6718,122-48-5,COc1cc(CCC(C)=O)ccc1O,C11H14O3,194.23,1.92,46.53,1,3,4,1,1,0.364,14,0,0,none,0.927,0.5215,0.7648,T6718
7260,T22316,74191-85-8,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,C23H25N5O5,451.48,1.72,112.27,1,9,4,3,5,0.348,33,0,0,none,0.7504,0.7863,0.7648,T0101;T22316
7261,T0869,82248-59-7,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,C17H21NO,255.36,3.72,21.26,1,2,6,2,2,0.294,19,0,0,none,0.7954,0.7188,0.7648,T0869
7262,T10017,2277-28-3,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(O)CO,C21H38O4,354.53,4.7,66.76,2,4,17,0,0,0.762,25,0,0,none,0.6658,0.9132,0.7647,T10017
7263,T11533,1312201-00-5,O=C1S/C(=C\c2ccc(OCc3ccc(B(O)O)cc3)cc2)C(=O)N1Cc1ccc(F)cc1,C24H19BFNO5S,463.3,3.32,87.07,2,6,7,3,4,0.083,33,1,1,michael_acrylamide,1.0,0.4112,0.7645,T11533
7264,T2646,1229652-21-4,O=C1S/C(=C\c2ccc(OCc3cccc(B(O)O)c3)cc2)C(=O)N1Cc1ccc(F)cc1,C24H19BFNO5S,463.3,3.32,87.07,2,6,7,3,4,0.083,33,1,1,michael_acrylamide,1.0,0.4112,0.7645,T2646
7265,T5479,1416799-28-4,O=C(O)c1ccc(C(=O)N[C@@H](c2ccc(OC(F)(F)F)c(F)c2)c2ncccc2F)nc1,C20H12F5N3O4,453.32,3.87,101.41,2,5,6,3,3,0.1,32,5,0,none,0.9305,0.5153,0.7644,T5479
7266,T6766,104054-27-5,CCC1(c2cnc[nH]2)Cc2ccccc2C1,C14H16N2,212.3,2.86,28.68,1,1,2,2,3,0.357,16,0,0,none,0.8781,0.5938,0.7643,T6765;T6766
7267,T6S0071,28808-62-0,CC1=C2C(=O)O[C@@H](c3ccoc3)[C@]2(C)CCC1,C14H16O3,232.28,3.38,39.44,0,3,1,1,3,0.5,17,0,1,michael_acrylate,0.9618,0.468,0.7643,T6S0071
7268,TN1012,24159-07-7,O=C(C[C@H]1NCCC[C@@H]1O)Cn1cnc2ccccc2c1=O,C16H19N3O3,301.35,0.47,84.22,2,5,4,2,3,0.438,22,0,0,none,0.6072,1.0,0.7643,TN1012;TN1012L
7269,T7860,677773-91-0,CCCCOc1nc(N)c2[nH]c(=O)n(Cc3cccc(CC(=O)OC)c3)c2n1,C19H23N5O4,385.42,1.64,125.12,2,7,8,3,3,0.368,28,0,0,none,0.6072,1.0,0.7643,T7860
7270,T2088,832714-46-2,CC(C)OC(=O)N1CCC(Oc2ncnc3c2cnn3-c2ccc(S(C)(=O)=O)cc2F)CC1,C21H24FN5O5S,477.52,2.75,116.51,0,8,5,3,4,0.429,33,1,0,none,0.828,0.6686,0.7642,T2088
7271,T1258,42924-53-8,COc1ccc2cc(CCC(C)=O)ccc2c1,C15H16O2,228.29,3.37,26.3,0,2,4,2,2,0.267,17,0,0,none,0.8552,0.6276,0.7642,T1258
7272,T16868,900308-51-2,Cc1ccc(Cl)cc1NC(=O)C(O)=CC(=O)c1ccc(F)cc1,C17H13ClFNO3,333.75,4.05,66.4,2,3,4,2,2,0.059,23,2,2,michael_vinylketone;michael_acrylamide,0.9367,0.5056,0.7642,T16868
7273,TQ0179,870653-45-5,O=c1ccc2c(OCCCCOc3ccccc3)c3ccoc3cc2o1,C21H18O5,350.37,4.78,61.81,0,5,7,4,4,0.19,26,0,0,none,0.7196,0.8312,0.7642,TQ0179
7274,T1601,13010-47-4,O=NN(CCCl)C(=O)NC1CCCCC1,C9H16ClN3O2,233.7,2.25,61.77,1,3,4,0,1,0.889,15,1,1,reactive_alkyl_halide,0.9567,0.4752,0.7641,T1601
7275,T83627,916038-47-6,Cc1cc(C)c(C#N)c(OCC(=O)N2CCOCC2)n1,C14H17N3O3,275.31,0.81,75.45,0,5,3,1,2,0.5,20,0,0,none,0.6575,0.9239,0.764,T83627
7276,T202375,1120333-38-1,CS(=O)(=O)N1CCC(Nc2cc(CN3CCS(=O)(=O)CC3)cc3cc(-c4ccccc4)[nH]c23)CC1,C25H32N4O4S2,516.69,2.9,102.58,2,6,6,3,5,0.44,35,0,0,none,0.9524,0.4811,0.7639,T202375
7277,T74398,2891582-75-3,CC(C)(C)c1ccc(-c2nc(NCCOCCOCCN)nc(NCC3CCCO3)n2)cc1,C24H38N6O3,458.61,2.83,116.44,3,9,13,2,3,0.625,33,0,0,none,0.7638,0.7639,0.7639,T74398
7278,T22413,56287-63-9,CCOc1ccccc1OC[C@H]1CNCCO1,C13H19NO3,237.3,1.45,39.72,1,4,5,1,2,0.538,17,0,0,none,0.7776,0.7434,0.7639,T22413
7279,T20711,528-71-2,Oc1cccc2nc3ccccc3nc12,C12H8N2O,196.21,2.49,46.01,1,3,0,3,3,0.0,15,0,0,none,0.98,0.4399,0.7639,T20711
7280,T60325,46817-91-8,CCOc1ccccc1OCC1CNCCO1,C13H19NO3,237.3,1.45,39.72,1,4,5,1,2,0.538,17,0,0,none,0.7776,0.7434,0.7639,T60325
7281,T22420,56287-61-7,CCOc1ccccc1OC[C@@H]1CNCCO1,C13H19NO3,237.3,1.45,39.72,1,4,5,1,2,0.538,17,0,0,none,0.7776,0.7434,0.7639,T22420
7282,T12115,1305267-37-1,O=C(c1nn(-c2ccc(CN3CCOCC3)cc2)c2c1CS(=O)(=O)c1c(F)cccc1-2)N1CCOCC1,C26H27FN4O5S,526.59,2.27,93.97,0,7,4,3,6,0.385,37,1,0,none,0.9833,0.4348,0.7639,T12115
7283,T1139,18559-94-9,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,C13H21NO3,239.31,1.31,72.72,4,4,4,1,1,0.538,17,0,0,none,0.7706,0.7535,0.7638,T1139;T6652
7284,T38699,130603-59-7,Cn1c(=O)/c(=C/c2ccccc2)[nH]c(=O)/c1=C/c1ccccc1,C19H16N2O2,304.35,0.73,54.86,1,2,2,3,3,0.053,23,0,0,none,0.6442,0.9434,0.7638,T38699
7285,T7164,661464-94-4,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,C13H21NO3,239.31,1.31,72.72,4,4,4,1,1,0.538,17,0,0,none,0.7706,0.7535,0.7638,T7164
7286,T84119,14144-48-0,CCCCOCCC(=O)OCCCC,C11H22O3,202.29,2.54,35.53,0,3,9,0,0,0.909,14,0,0,none,0.8939,0.5688,0.7638,T84119
7287,TN1560,137319-34-7,C=Cc1cc(O)cc2ccc3c(C)c(O)ccc3c12,C17H14O2,250.3,4.36,40.46,2,2,1,3,3,0.059,19,0,0,none,0.8299,0.6645,0.7637,TN1560
7288,T14843,34633-34-6,CC[C@@H](c1ccc(O)c(F)c1)[C@H](C)c1ccc(O)c(F)c1,C17H18F2O2,292.32,4.67,40.46,2,2,4,2,2,0.294,21,2,0,none,0.748,0.787,0.7636,T14843
7289,T36692,2120282-75-7,COc1ncc(-c2cccc(N3CCN(c4cnc(N)nc4N)CC3)c2)cn1,C19H22N8O,378.44,1.43,119.31,2,9,4,3,4,0.263,28,0,0,none,0.6059,1.0,0.7635,T36692
7290,T22848,84545-30-2,N=C(NCC(F)(F)F)Nc1ccn(CCCCC(N)=O)n1,C11H17F3N6O,306.29,1.04,108.82,4,3,7,1,1,0.545,21,3,0,none,0.6057,1.0,0.7634,T22848
7291,T8448,887603-94-3,O=C1N=C2C=CC=CN2C12Cc1ccccc1C2,C15H12N2O,236.27,1.85,32.67,0,2,0,1,4,0.2,18,0,0,none,0.8135,0.6882,0.7634,T8448
7292,T14737,1365655-91-9,CC(C)(C)OC(=O)NCCOCCOCCC(=O)O,C12H23NO6,277.32,1.02,94.09,2,5,9,0,0,0.833,19,0,0,none,0.6505,0.9324,0.7633,T14737
7293,T8829,1776-30-3,O=C(C=Cc1ccccc1)c1ccc(O)cc1O,C15H12O3,240.26,2.99,57.53,2,3,3,2,2,0.0,18,0,1,michael_vinylketone,1.0,0.4083,0.7633,T8829
7294,TN7224,15131-80-3,O=C(C=Cc1ccccc1O)c1ccccc1O,C15H12O3,240.26,2.99,57.53,2,3,3,2,2,0.0,18,0,1,michael_vinylketone,1.0,0.4083,0.7633,TN7224
7295,T5S2017,30220-46-3,CC1=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]2(O)[C@H]1O)[C@H]1[C@@H](C[C@H]3C)C1(C)C,C20H28O5,348.44,0.82,97.99,4,5,1,0,4,0.75,25,0,0,none,0.6054,1.0,0.7632,T5S2017
7296,T60742,1568-80-5,CC1(C)CC2(CC(C)(C)c3ccc(O)cc32)c2cc(O)ccc21,C21H24O2,308.42,4.75,40.46,2,2,0,2,4,0.429,23,0,0,none,0.7139,0.8368,0.7631,T60742
7297,T4967,324523-20-8,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N,C24H25ClN2O2,408.93,4.72,65.28,2,4,8,3,3,0.292,29,1,0,none,0.7609,0.766,0.763,T4967
7298,T29737,6722-09-4,OC1c2ccccc2Oc2ncccc21,C12H9NO2,199.21,2.27,42.35,1,3,0,2,3,0.083,15,0,0,none,0.9549,0.4749,0.7629,T29737
7299,T35341,1942919-79-0,Fc1cc(-c2cccc3ncc(-c4cnn(C5CCNCC5)c4)nc23)cc(F)c1CN1CCOCC1,C27H28F2N6O,490.56,4.2,68.1,1,6,5,4,6,0.37,36,2,0,none,0.8739,0.5962,0.7628,T35341
7300,T23163,53501-41-0,O=C(NC(=S)Nc1cc([N+](=O)[O-])cc(Cl)c1O)c1ccccc1,C14H10ClN3O4S,351.77,3.08,104.5,3,5,3,2,2,0.0,23,1,2,nitro_aromatic;thiourea,0.9381,0.4999,0.7628,T23163
7301,T22251,163239-22-3,Fc1ccc2c(/C=C/c3cccnc3)c[nH]c2c1,C15H11FN2,238.26,3.87,28.68,1,1,2,3,3,0.0,18,1,0,none,0.8479,0.635,0.7628,T22251
7302,T5401,1423186-80-4,CC(C)(C)S(=O)(=O)c1cc2c(Nc3ccc4scnc4c3)ncnc2cc1OCCO,C21H22N4O4S2,458.57,3.93,114.3,2,9,6,4,4,0.286,31,0,0,none,0.7808,0.7356,0.7627,T5401
7303,T16470,183675-82-3,CC(C)CC(C)c1sccc1NC(=O)c1cn(C)nc1C(F)(F)F,C16H20F3N3OS,359.42,4.9,46.92,1,3,5,2,2,0.5,24,3,0,none,0.7153,0.8336,0.7626,T16470
7304,TN3110,7380-39-4,COc1cc(OCC=C(C)CCC=C(C)C)c2ccc(=O)oc2c1,C20H24O4,328.41,4.87,48.67,0,4,7,2,2,0.35,24,0,0,none,0.7247,0.819,0.7625,TN3110
7305,T4050,1474110-21-8,CCc1ccc(N(CC(C)C)S(=O)(=O)c2ccc(OCC3CCOCC3)c(CO)c2)cc1,C25H35NO5S,461.62,4.4,76.07,1,5,10,2,3,0.52,32,0,0,none,0.8212,0.6745,0.7625,T4050
7306,T3S0136,20784-60-5,COc1cc(O)c(C(=O)/C=C/c2ccc(O)cc2)cc1CC=C(C)C,C21H22O4,338.4,4.51,66.76,2,4,6,2,2,0.19,25,0,1,michael_vinylketone,0.8199,0.6763,0.7624,T3S0136
7307,T7028,144506-14-9,COc1c(/C=C/C(=O)c2ccc(O)cc2)ccc(O)c1CC=C(C)C,C21H22O4,338.4,4.51,66.76,2,4,6,2,2,0.19,25,0,1,michael_vinylketone,0.8199,0.6763,0.7624,T7028
7308,T10146,55912-03-3,COc1ccc(C(=O)/C=C/c2ccc(O)cc2)c(O)c1CC=C(C)C,C21H22O4,338.4,4.51,66.76,2,4,6,2,2,0.19,25,0,1,michael_vinylketone,0.8199,0.6763,0.7624,T10146
7309,T27845,112856-44-7,COC1=CC(=O)O[C@H]1[C@H](O)c1ccccc1Cl,C12H11ClO4,254.67,1.83,55.76,1,4,3,1,2,0.25,17,1,1,michael_acrylate,0.9093,0.5419,0.7623,T27845
7310,T1486,204255-11-8,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,C16H28N2O4,312.41,1.29,90.65,2,5,7,0,1,0.75,22,0,1,michael_acrylate,0.7356,0.8021,0.7622,T1486;T5186L
7311,TN1719,19942-02-0,CC1(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)C[C@H](O)[C@@]2(CO)C[C@@H]1O,C30H50O5,490.73,4.06,101.15,5,5,2,0,5,0.933,35,0,0,none,0.8683,0.6028,0.7621,TN1719
