Global_Rank,Molecule_ID,CAS,SMILES,Formula,MW,LogP,TPSA,HBD,HBA,RotB,AromRings,Rings,FracCsp3,HeavyAtoms,N_Halogen,N_ToxAlerts,Tox_Alerts,S_efficacy,S_safety,S_total,Duplicate_IDs,Nearest_Reference,Ref_Target,Ref_Mechanism,Ref_Tanimoto,Chemotype,Chemotype_Target,Chemotype_Mechanism,Chemotype_Weight,S_mech,Murcko_Scaffold,S_nomination
2008,T68171,83059-56-7,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C2CCC(CC2)[C@H]1C(=O)O,C23H32N2O5,416.52,2.38,95.94,2,5,9,1,4,0.609,30,0,0,none,0.9709,0.9576,0.9656,T68171;T68171L,Ranolazine,pFOX / 晚钠电流,部分脂肪酸氧化抑制，改善代谢底物利用,0.205,无明确优势骨架命中,,,0.0,0.2048,O=C(CNCCCc1ccccc1)N1CC2CCC1CC2,0.5852
2009,T32237,82558-50-7,CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1,C18H24N2O4,332.4,4.02,73.59,1,5,7,2,2,0.444,24,0,0,none,0.9427,1.0,0.9656,T32237,Ranolazine,pFOX / 晚钠电流,部分脂肪酸氧化抑制，改善代谢底物利用,0.26,无明确优势骨架命中,,,0.0,0.2603,O=C(Nc1ccno1)c1ccccc1,0.613
2010,T12514,5947-49-9,C[C@]1(C(=O)O)CCC[C@]2(C)c3cc(O)ccc3CC[C@@H]12,C17H22O3,274.36,3.49,57.53,2,2,1,1,3,0.588,20,0,0,none,0.9959,0.9198,0.9655,T12514,Fenretinide (4-HPR),DES1 / RBP4,视黄酰胺，抑制二氢神经酰胺去饱和酶，改善肝脂肪变,0.233,无明确优势骨架命中,,,0.0,0.2329,c1ccc2c(c1)CCC1CCCCC21,0.5992
2011,T19794,108319-06-8,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,C21H18F3N3O3,417.39,2.9,74.57,2,4,3,3,4,0.238,30,3,0,none,1.0,0.9137,0.9655,T19794,Fluvastatin,HMGCR,全合成 HMGCR 抑制剂,0.167,无明确优势骨架命中,,,0.0,0.1667,O=c1ccn(-c2ccccc2)c2cc(N3CCNCC3)ccc12,0.5661
2012,T19189,2464-18-8,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,C24H40O5,408.58,3.45,97.99,4,4,4,0,4,0.958,29,0,0,none,0.9506,0.9877,0.9654,T19189,Chenodeoxycholic acid,FXR,内源性 FXR 配体，调控胆汁酸稳态并抑制肝脏脂肪生成,0.778,胆汁酸甾核 + C24 羧酸,FXR,甾体胆汁酸骨架激动核受体 FXR，经 SHP 抑制 SREBP-1c/ChREBP 转录程序，并经 FGF19 轴抑制 CYP7A1，降低肝内脂质与胆汁酸负荷,0.9,0.955,C1CCC2C(C1)CCC1C3CCCC3CCC21,0.9602
2013,T3673,55481-88-4,COC(=O)c1c2c(c3ccccc3c1O)OC(C)(C)C=C2,C17H16O4,284.31,3.52,55.76,1,4,1,2,3,0.235,21,0,0,none,0.9959,0.9197,0.9654,T3673,Salicylate,"AMPK (direct, beta1)",直接结合 AMPK beta1 变构位点，抑制脂肪生成,0.188,无明确优势骨架命中,,,0.0,0.1875,C1=Cc2ccc3ccccc3c2OC1,0.5764
2014,T75427,206986-87-0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,C24H40O5,408.58,3.45,97.99,4,4,4,0,4,0.958,29,0,0,none,0.9506,0.9877,0.9654,T2963;T4537;T75427,Chenodeoxycholic acid,FXR,内源性 FXR 配体，调控胆汁酸稳态并抑制肝脏脂肪生成,0.778,胆汁酸甾核 + C24 羧酸,FXR,甾体胆汁酸骨架激动核受体 FXR，经 SHP 抑制 SREBP-1c/ChREBP 转录程序，并经 FGF19 轴抑制 CYP7A1，降低肝内脂质与胆汁酸负荷,0.9,0.955,C1CCC2C(C1)CCC1C3CCCC3CCC21,0.9602
2015,T7331,2955-27-3,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,C24H40O5,408.58,3.45,97.99,4,4,4,0,4,0.958,29,0,0,none,0.9506,0.9877,0.9654,T7331,Chenodeoxycholic acid,FXR,内源性 FXR 配体，调控胆汁酸稳态并抑制肝脏脂肪生成,0.778,胆汁酸甾核 + C24 羧酸,FXR,甾体胆汁酸骨架激动核受体 FXR，经 SHP 抑制 SREBP-1c/ChREBP 转录程序，并经 FGF19 轴抑制 CYP7A1，降低肝内脂质与胆汁酸负荷,0.9,0.955,C1CCC2C(C1)CCC1C3CCCC3CCC21,0.9602
2016,T11063,1354790-56-9,Cc1nn(-c2ccccn2)c(O)c1C(=O)Nc1ccccc1,C16H14N4O2,294.31,2.53,80.04,2,4,3,3,3,0.062,22,0,0,none,1.0,0.9135,0.9654,T11063,Atorvastatin,HMGCR,HMG-CoA 还原酶抑制，降低胆固醇合成并上调 LDLR,0.26,无明确优势骨架命中,,,0.0,0.2597,O=C(Nc1ccccc1)c1cnn(-c2ccccn2)c1,0.6126
2017,T12718L,1449598-06-4,CCc1nc(C)cn2nc(-c3cc(=O)n4cc(C5CCN(C)CC5)cc(C)c4n3)cc12,C24H28N6O,416.53,3.39,67.8,0,5,3,4,5,0.417,31,0,0,none,0.9705,0.9575,0.9653,T12718L,TVB-2640 (Denifanstat),FASN,脂肪酸合酶 beta-酮脂酰还原酶结构域抑制剂，直接阻断棕榈酸从头合成,0.173,无明确优势骨架命中,,,0.0,0.1735,O=c1cc(-c2cc3cnccn3n2)nc2ccc(C3CCNCC3)cn12,0.5694
2018,T8638,35661-60-0,CC(C)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,C21H23NO4,353.42,4.02,75.63,2,3,6,2,3,0.333,26,0,0,none,0.9422,1.0,0.9653,T8638,Orlistat,Lipase / FASN-TE,beta-内酯共价抑制脂肪酶及 FASN 硫酯酶结构域,0.224,无明确优势骨架命中,,,0.0,0.2237,c1ccc2c(c1)Cc1ccccc1-2,0.5945
2019,T9604,7698-93-3,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC(=O)O,C22H28O5,372.46,4.02,83.83,2,4,4,1,4,0.636,27,0,0,none,0.9421,1.0,0.9653,T9604,Chenodeoxycholic acid,FXR,内源性 FXR 配体，调控胆汁酸稳态并抑制肝脏脂肪生成,0.241,长链脂肪酸 / 类脂肪酸,PPAR-alpha / SREBP-1c,内源性脂肪酸配体样分子，直接激动 PPAR-alpha 上调氧化基因，并抑制 SREBP-1c 前体加工，降低脂肪生成,0.72,0.5645,c1ccc2c(c1)CCC1C2CCC2CCCC21,0.7649
2020,T67562,71989-23-6,CC[C@H](C)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,C21H23NO4,353.42,4.02,75.63,2,3,6,2,3,0.333,26,0,0,none,0.9422,1.0,0.9653,T67562,Salicylate,"AMPK (direct, beta1)",直接结合 AMPK beta1 变构位点，抑制脂肪生成,0.18,无明确优势骨架命中,,,0.0,0.18,c1ccc2c(c1)Cc1ccccc1-2,0.5726
2021,T6372,54029-12-8,CCCS(=O)c1ccc2nc(NC(=O)OC)[nH]c2c1,C12H15N3O3S,281.34,2.26,84.08,2,4,4,2,2,0.333,19,0,0,none,0.9871,0.9323,0.9652,T6372,Gemfibrozil,PPAR-alpha,苯氧戊酸类 PPAR-alpha 激动剂，抑制肝脏 VLDL-TG 分泌,0.167,无明确优势骨架命中,,,0.0,0.1667,c1ccc2[nH]cnc2c1,0.5659
2022,T7316,1231220-79-3,Cc1nc(N2CCN(C)CC2)c2nc(-c3ccccc3Cl)n(C3CCOCC3)c2n1,C22H27ClN6O,426.95,3.56,59.31,0,6,3,3,5,0.5,30,1,0,none,0.9992,0.9141,0.9652,T7316,TVB-2640 (Denifanstat),FASN,脂肪酸合酶 beta-酮脂酰还原酶结构域抑制剂，直接阻断棕榈酸从头合成,0.198,无明确优势骨架命中,,,0.0,0.1978,c1ccc(-c2nc3c(N4CCNCC4)ncnc3n2C2CCOCC2)cc1,0.5815
2023,T201919,304888-67-3,Cc1cc(C)cc(NC(=O)C2COc3ccccc3O2)c1,C17H17NO3,283.33,3.08,47.56,1,3,2,2,3,0.235,21,0,0,none,0.9981,0.9158,0.9652,T201919,Gemfibrozil,PPAR-alpha,苯氧戊酸类 PPAR-alpha 激动剂，抑制肝脏 VLDL-TG 分泌,0.183,无明确优势骨架命中,,,0.0,0.1833,O=C(Nc1ccccc1)C1COc2ccccc2O1,0.5742
2024,T12935,1449597-34-5,CCN1CCC(c2cc(C)c3nc(-c4cc5c(C)nc(C)cn5n4)cc(=O)n3c2)CC1,C24H28N6O,416.53,3.53,67.8,0,5,3,4,5,0.417,31,0,0,none,0.9703,0.9575,0.9652,T12935,TVB-2640 (Denifanstat),FASN,脂肪酸合酶 beta-酮脂酰还原酶结构域抑制剂，直接阻断棕榈酸从头合成,0.188,无明确优势骨架命中,,,0.0,0.1875,O=c1cc(-c2cc3cnccn3n2)nc2ccc(C3CCNCC3)cn12,0.5763
2025,T8986,1380716-06-2,C#Cc1ccc(NC(=O)c2cnn3c(C)cc(C)nc23)cc1,C17H14N4O,290.33,2.58,59.29,1,3,2,3,3,0.118,22,0,0,none,1.0,0.9131,0.9652,T8986,TVB-2640 (Denifanstat),FASN,脂肪酸合酶 beta-酮脂酰还原酶结构域抑制剂，直接阻断棕榈酸从头合成,0.17,无明确优势骨架命中,,,0.0,0.1705,O=C(Nc1ccccc1)c1cnn2cccnc12,0.5678
2026,T4304,932986-18-0,CCCC(=O)NCCc1csc(-c2ccc(Cl)cc2)n1,C15H17ClN2OS,308.83,3.92,41.99,1,3,6,2,2,0.333,20,1,0,none,0.9416,1.0,0.965,T4304,Bezafibrate,PPAR pan,泛 PPAR 弱激动剂，降低血浆与肝内甘油三酯,0.297,无明确优势骨架命中,,,0.0,0.2969,c1ccc(-c2nccs2)cc1,0.631
2027,T60485,113411-17-9,CCCCCC(=O)c1c(O)cc(OC)c(Cl)c1O,C13H17ClO4,272.73,3.52,66.76,2,4,6,1,1,0.462,18,1,0,none,0.9999,0.9128,0.965,T60485,Etomoxir,CPT1a (抑制剂/阴性对照),CPT1 不可逆抑制剂，作为脂肪酸氧化通路机制阴性对照,0.222,无明确优势骨架命中,,,0.0,0.2222,c1ccccc1,0.5936
2028,T2463,71203-35-5,COc1ccc(C2CC(c3ccccc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,C22H21N3O3S,407.5,3.7,84.99,1,5,5,3,4,0.136,29,0,0,none,0.9912,0.9257,0.965,T2463,Ciprofibrate,PPAR-alpha,长效贝特类，诱导过氧化物酶体增殖与脂肪酸 beta-氧化,0.197,无明确优势骨架命中,,,0.0,0.197,c1ccc(C2=NN(c3ccccc3)C(c3ccccc3)C2)cc1,0.581
2029,TN7236,915315-44-5,COC(=O)c1ccccc1NC(=O)c1c[nH]c2ccccc12,C17H14N2O3,294.31,3.21,71.19,2,3,3,3,3,0.059,22,0,0,none,1.0,0.9126,0.965,TN7236,Salicylate,"AMPK (direct, beta1)",直接结合 AMPK beta1 变构位点，抑制脂肪生成,0.222,无明确优势骨架命中,,,0.0,0.2222,O=C(Nc1ccccc1)c1c[nH]c2ccccc12,0.5936
2030,T18900,51649-83-3,Nc1ccc2c(c1)C1(OC2=O)c2ccc(O)cc2Oc2cc(O)ccc21,C20H13NO5,347.33,3.25,102.01,3,6,0,3,5,0.05,26,0,0,none,0.9415,1.0,0.9649,T18900,Naringenin,PPAR-alpha / SREBP,柑橘黄烷酮，抑制脂肪生成基因并促进脂肪酸氧化,0.224,无明确优势骨架命中,,,0.0,0.2241,O=C1OC2(c3ccccc3Oc3ccccc32)c2ccccc21,0.5945
2031,T78870,1440532-33-1,O[C@H](COc1ccc(C(F)(F)F)cc1)CN1CCC(N2CCCC2)CC1,C19H27F3N2O2,372.43,3.01,35.94,1,4,6,1,3,0.684,26,3,0,none,0.9415,1.0,0.9649,T78870,Ervogastat (PF-06865571),DGAT2,口服 DGAT2 抑制剂，降低肝内甘油三酯合成与 VLDL 分泌,0.282,无明确优势骨架命中,,,0.0,0.2817,c1ccc(OCCCN2CCC(N3CCCC3)CC2)cc1,0.6233
2032,T6197,344458-19-1,CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1,C17H17N3O2,295.34,2.18,65.2,2,3,3,3,3,0.176,22,0,0,none,0.9777,0.9456,0.9649,T2124;T6197,Rosiglitazone,PPAR-gamma,TZD 类 PPAR-gamma 全激动剂，改善胰岛素抵抗与肝内脂肪蓄积,0.173,无明确优势骨架命中,,,0.0,0.1733,O=c1[nH]c2ccccc2c2ccccc12,0.5691
2033,T18889,3326-34-9,Nc1ccc2c(c1)C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc21,C20H13NO5,347.33,3.25,102.01,3,6,0,3,5,0.05,26,0,0,none,0.9415,1.0,0.9649,T18889;T18892,Naringenin,PPAR-alpha / SREBP,柑橘黄烷酮，抑制脂肪生成基因并促进脂肪酸氧化,0.228,无明确优势骨架命中,,,0.0,0.2281,O=C1OC2(c3ccccc3Oc3ccccc32)c2ccccc21,0.5965
2034,T4377,1629869-44-8,O=C(O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,C20H19F2N5O2,399.4,3.6,103.79,3,5,4,3,6,0.4,29,2,0,none,0.9413,1.0,0.9648,T4377,TVB-2640 (Denifanstat),FASN,脂肪酸合酶 beta-酮脂酰还原酶结构域抑制剂，直接阻断棕榈酸从头合成,0.156,无明确优势骨架命中,,,0.0,0.1562,c1cnc2[nH]cc(-c3nccc(NC4CC5CCC4CC5)n3)c2c1,0.5605
2035,T3S0128,128397-41-1,C[N+]12CCc3cc4c(cc3C1(O)Cc1ccc3c(c1C2)OCO3)OCO4,C20H20NO5+,354.38,2.05,57.15,1,5,0,2,6,0.4,26,0,0,none,0.9414,1.0,0.9648,T3S0128,Berberine,AMPK / PCSK9 / LDLR,原小檗碱型生物碱，激活 AMPK 并稳定 LDLR mRNA，HepG2 经典降脂阳性对照,0.236,无明确优势骨架命中,,,0.0,0.2361,c1cc2c(c3c1CC1c4cc5c(cc4CC[NH+]1C3)OCO5)OCO2,0.6004
2036,T78392,181530-09-6,CCOC(=O)COc1cc(NS(=O)(=O)c2ccc(C)cc2)c2nc(C)ccc2c1,C21H22N2O5S,414.48,3.59,94.59,1,6,7,3,3,0.238,29,0,0,none,0.9913,0.9251,0.9648,T78392,Etomoxir,CPT1a (抑制剂/阴性对照),CPT1 不可逆抑制剂，作为脂肪酸氧化通路机制阴性对照,0.23,无明确优势骨架命中,,,0.0,0.2297,O=S(=O)(Nc1cccc2cccnc12)c1ccccc1,0.5972
2037,T30503,202822-23-9,O=c1[nH]c(-c2ccccc2C(F)(F)F)nn1-c1cc(Cl)ccc1O,C15H9ClF3N3O2,355.7,3.61,70.91,2,3,2,3,3,0.067,24,4,0,none,0.9975,0.9155,0.9647,T30503,A-769662,"AMPK (direct, beta1)",直接变构激活 AMPK beta1 亚基，磷酸化 ACC1/2 抑制 DNL,0.192,无明确优势骨架命中,,,0.0,0.1918,O=c1[nH]c(-c2ccccc2)nn1-c1ccccc1,0.5782
2038,T60098,1460286-21-8,Cc1ccc2c(=O)[nH]c(-c3ccc(C(C)(C)O)cc3)cn12,C17H18N2O2,282.34,2.83,57.5,2,2,2,3,3,0.235,21,0,0,none,1.0,0.9119,0.9647,T60098,A-769662,"AMPK (direct, beta1)",直接变构激活 AMPK beta1 亚基，磷酸化 ACC1/2 抑制 DNL,0.179,无明确优势骨架命中,,,0.0,0.1791,O=c1[nH]c(-c2ccccc2)cn2cccc12,0.5719
2039,T22789,329691-12-5,COc1cc(C=NNC(=O)c2ccc3c(c2)OCO3)ccc1OCc1ccccc1,C23H20N2O5,404.42,3.77,78.38,1,6,7,3,4,0.13,30,0,0,none,0.9843,0.9349,0.9645,T22789,Ranolazine,pFOX / 晚钠电流,部分脂肪酸氧化抑制，改善代谢底物利用,0.235,无明确优势骨架命中,,,0.0,0.2353,O=C(NN=Cc1ccc(OCc2ccccc2)cc1)c1ccc2c(c1)OCO2,0.5999
2040,T86155,313482-91-6,O=C(O)c1cccc(NC(=O)c2cccc(NC(=O)c3cccs3)c2)c1,C19H14N2O4S,366.4,3.95,95.5,3,4,5,3,3,0.0,26,0,0,none,0.9469,0.9907,0.9644,T86155,Nicotinic acid (Niacin),HCAR2 / DGAT2,抑制脂肪组织脂解并弱抑制 DGAT2，减少肝内 VLDL 底物供应,0.273,无明确优势骨架命中,,,0.0,0.2727,O=C(Nc1ccccc1)c1cccc(NC(=O)c2cccs2)c1,0.6186
2041,T3996,72822-13-0,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,C19H27N5,325.46,2.29,37.19,0,4,4,2,4,0.579,24,0,0,none,0.9407,1.0,0.9644,T3996,Ranolazine,pFOX / 晚钠电流,部分脂肪酸氧化抑制，改善代谢底物利用,0.195,无明确优势骨架命中,,,0.0,0.1948,c1ccc(N2CCN(CCc3nnc4n3CCCC4)CC2)cc1,0.5796
2042,T24051,59973-80-7,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)(=O)=O)cc1,C20H17FO4S,372.42,4.03,71.44,1,3,4,2,3,0.15,26,1,0,none,0.9407,1.0,0.9644,T23403;T24051,Lanifibranor,PPAR pan (alpha/delta/gamma),泛 PPAR 激动，促进 beta-氧化、抑制脂肪生成与炎症纤维化,0.257,无明确优势骨架命中,,,0.0,0.2571,C1=Cc2ccccc2C1=Cc1ccccc1,0.6108
2043,T67935,2366260-33-3,Cc1ccc(S(=O)(=O)Nc2cc(C(=O)NCc3ccc(C)nc3)ccc2C)cc1,C22H23N3O3S,409.51,3.74,88.16,2,4,6,3,3,0.182,29,0,0,none,0.9875,0.9297,0.9644,T67935,Lanifibranor,PPAR pan (alpha/delta/gamma),泛 PPAR 激动，促进 beta-氧化、抑制脂肪生成与炎症纤维化,0.24,无明确优势骨架命中,,,0.0,0.24,O=C(NCc1cccnc1)c1cccc(NS(=O)(=O)c2ccccc2)c1,0.6022
2044,T14338,1200493-78-2,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1,C18H14FN5OS,367.41,3.14,104.16,2,6,3,2,3,0.111,26,1,0,none,0.9407,1.0,0.9644,T14338,Pioglitazone,PPAR-gamma,噻唑烷二酮胰岛素增敏剂，促进脂肪组织脂质再分布、降低肝细胞脂毒性,0.174,无明确优势骨架命中,,,0.0,0.1744,O=C(Nc1cccc(C2C=CSC=N2)c1)c1ccccn1,0.5694
2045,T205899,1948-39-6,O=C(O)Cc1cc(I)c(O)c(I)c1,C8H6I2O3,403.94,2.23,57.53,2,2,2,1,1,0.125,13,2,0,none,0.9837,0.9352,0.9643,T205899,Lanifibranor,PPAR pan (alpha/delta/gamma),泛 PPAR 激动，促进 beta-氧化、抑制脂肪生成与炎症纤维化,0.269,无明确优势骨架命中,,,0.0,0.2692,c1ccccc1,0.6168
2046,T73444,895460-70-5,O=C(CCS(=O)(=O)c1ccc(Cl)cc1)Nc1nc(-c2ccncc2)cs1,C17H14ClN3O3S2,407.9,3.66,89.02,1,6,6,3,3,0.118,26,1,0,none,0.9942,0.9195,0.9643,T73444,Bezafibrate,PPAR pan,泛 PPAR 弱激动剂，降低血浆与肝内甘油三酯,0.176,无明确优势骨架命中,,,0.0,0.1757,O=C(CCS(=O)(=O)c1ccccc1)Nc1nc(-c2ccncc2)cs1,0.57
2047,T22021,406208-42-2,N#Cc1c(C2CCNCC2)cc(-c2c(O)cccc2OCC2CC2)nc1N,C21H24N4O2,364.45,3.16,104.19,3,6,5,2,4,0.429,27,0,0,none,0.9405,1.0,0.9643,T10237;T22021,A-769662,"AMPK (direct, beta1)",直接变构激活 AMPK beta1 亚基，磷酸化 ACC1/2 抑制 DNL,0.2,无明确优势骨架命中,,,0.0,0.2,c1ccc(-c2cc(C3CCNCC3)ccn2)c(OCC2CC2)c1,0.5822
2048,T23440,1314140-00-5,c1ccc(Nc2nc3c(s2)CCCc2n[nH]cc2-3)nc1,C14H13N5S,283.36,3.16,66.49,2,5,2,3,4,0.214,20,0,0,none,1.0,0.9107,0.9643,T23440,Rosiglitazone,PPAR-gamma,TZD 类 PPAR-gamma 全激动剂，改善胰岛素抵抗与肝内脂肪蓄积,0.163,无明确优势骨架命中,,,0.0,0.1625,c1ccc(Nc2nc3c(s2)CCCc2n[nH]cc2-3)nc1,0.5634
2049,T23167,250266-51-4,CCCNCCc1ccc(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)cc1,C18H21F3N2O3S,402.44,3.93,67.43,2,4,9,2,2,0.333,27,3,0,none,0.9457,0.9923,0.9643,T12510;T23167,Bezafibrate,PPAR pan,泛 PPAR 弱激动剂，降低血浆与肝内甘油三酯,0.292,无明确优势骨架命中,,,0.0,0.2923,O=S(=O)(Nc1ccccc1)c1ccccc1,0.6283
2050,TQ0128,121776-33-8,CC1(C)OC(c2ccco2)CN1C(=O)C(Cl)Cl,C11H13Cl2NO3,278.13,2.72,42.68,0,3,2,1,2,0.545,17,2,0,none,0.9832,0.9358,0.9643,TQ0128,Ciprofibrate,PPAR-alpha,长效贝特类，诱导过氧化物酶体增殖与脂肪酸 beta-氧化,0.18,无明确优势骨架命中,,,0.0,0.1803,c1coc(C2CNCO2)c1,0.5723
2051,T1798,213261-59-7,OCc1ccc(-c2ccc(-c3ccc(CO)s3)o2)s1,C14H12O3S2,292.38,3.72,53.6,2,5,4,3,3,0.143,19,0,0,none,0.9891,0.9268,0.9642,T1798,AICAR,AMPK (AMP mimetic),细胞内转化为 ZMP 模拟 AMP 别构激活 AMPK,0.111,无明确优势骨架命中,,,0.0,0.1111,c1csc(-c2ccc(-c3cccs3)o2)c1,0.5376
2052,T86746,513-00-8,CC(C)NP(=O)(NC(C)C)OP(=O)(NC(C)C)NC(C)C,C12H32N4O3P2,342.36,3.21,91.49,4,3,10,0,0,1.0,21,0,0,none,0.9403,1.0,0.9642,T86746,VK2809 active acid (MB07344),THR-beta,肝靶向 THR-beta 激动剂活性代谢物；促进脂肪酸氧化与 LDL-C 清除,0.146,无明确优势骨架命中,,,0.0,0.1458,,0.555
2053,T26969,2126134-01-6,CS(=O)(=O)c1cc(-c2ccccc2)cc(S(=O)(=O)c2ccc(CN)s2)c1,C18H17NO4S3,407.54,3.11,94.3,1,6,5,3,3,0.111,26,0,0,none,0.9941,0.9192,0.9642,T26969,Lanifibranor,PPAR pan (alpha/delta/gamma),泛 PPAR 激动，促进 beta-氧化、抑制脂肪生成与炎症纤维化,0.153,无明确优势骨架命中,,,0.0,0.1528,O=S(=O)(c1cccc(-c2ccccc2)c1)c1cccs1,0.5585
2054,T69726,2252271-93-3,CC(C)(C(=O)N1CCOc2c(C#N)cncc2C1)C(F)F,C14H15F2N3O2,295.29,1.97,66.22,0,4,2,1,2,0.5,21,2,0,none,0.9401,1.0,0.9641,T69726,PF-06424439 (DGAT2i),DGAT2,二酰甘油酰基转移酶2 抑制剂，直接阻断甘油三酯酯化终末步骤,0.203,无明确优势骨架命中,,,0.0,0.2027,c1cc2c(cn1)CNCCO2,0.5834
2055,T13441,851881-59-9,O=C(c1ccc(F)cc1)N1CCC[C@@H](c2nc(-c3ccc(F)cc3)no2)C1,C20H17F2N3O2,369.37,4.03,59.23,0,4,3,3,4,0.25,27,2,0,none,0.9401,1.0,0.964,T13441,PF-06424439 (DGAT2i),DGAT2,二酰甘油酰基转移酶2 抑制剂，直接阻断甘油三酯酯化终末步骤,0.229,哌嗪/哌啶杂芳基甲酰胺,SCD1 / DGAT2,脂质酶抑制剂常见的环胺-酰胺连接模式，倾向作用于 SCD1/DGAT2 等内质网膜结合型脂质合成酶,0.55,0.4761,O=C(c1ccccc1)N1CCCC(c2nc(-c3ccccc3)no2)C1,0.72
2056,T2053,851881-60-2,O=C(c1ccc(F)cc1)N1CCC[C@H](c2nc(-c3ccc(F)cc3)no2)C1,C20H17F2N3O2,369.37,4.03,59.23,0,4,3,3,4,0.25,27,2,0,none,0.9401,1.0,0.964,T2053,PF-06424439 (DGAT2i),DGAT2,二酰甘油酰基转移酶2 抑制剂，直接阻断甘油三酯酯化终末步骤,0.229,哌嗪/哌啶杂芳基甲酰胺,SCD1 / DGAT2,脂质酶抑制剂常见的环胺-酰胺连接模式，倾向作用于 SCD1/DGAT2 等内质网膜结合型脂质合成酶,0.55,0.4761,O=C(c1ccccc1)N1CCCC(c2nc(-c3ccccc3)no2)C1,0.72
2057,T73494,2760481-53-4,Cc1cc(NC(=O)C(=O)N2C[C@@H](C)CC[C@@H]2c2ccc3scnc3c2)cnc1N,C21H23N5O2S,409.52,3.52,101.21,2,6,2,3,4,0.333,29,0,0,none,0.9617,0.9676,0.964,T73494,TVB-2640 (Denifanstat),FASN,脂肪酸合酶 beta-酮脂酰还原酶结构域抑制剂，直接阻断棕榈酸从头合成,0.178,无明确优势骨架命中,,,0.0,0.1782,O=C(Nc1cccnc1)C(=O)N1CCCCC1c1ccc2scnc2c1,0.5711
2058,T61255,2685795-52-0,O=C(NCc1ccc(Cl)c(Cl)c1)c1nnc(-c2cccs2)o1,C14H9Cl2N3O2S,354.22,4.03,68.02,1,5,4,3,3,0.071,22,2,0,none,0.94,1.0,0.964,T61255,Bezafibrate,PPAR pan,泛 PPAR 弱激动剂，降低血浆与肝内甘油三酯,0.192,无明确优势骨架命中,,,0.0,0.1918,O=C(NCc1ccccc1)c1nnc(-c2cccs2)o1,0.5779
2059,T60652,92434-13-4,N=C(N)Nc1nc(-c2ccccc2)c2cc(Cl)ccc2n1,C15H12ClN5,297.75,3.26,87.68,3,3,2,3,3,0.0,21,1,0,none,1.0,0.9096,0.9638,T60652,Fenofibric acid,PPAR-alpha,激活 PPAR-alpha 上调 CPT1/ACOX1，增强线粒体与过氧化物酶体脂肪酸氧化,0.153,无明确优势骨架命中,,,0.0,0.1525,c1ccc(-c2ncnc3ccccc23)cc1,0.5582
2060,T3069,935666-88-9,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1,C14H14ClFN8,348.77,3.01,104.3,3,7,5,3,3,0.214,24,2,0,none,0.9396,1.0,0.9638,T3069,Resmetirom (MGL-3196),THR-beta,肝脏选择性甲状腺激素受体 beta 激动；上调 CPT1A/线粒体 beta-氧化与脂噬，降低肝内甘油三酯,0.151,无明确优势骨架命中,,,0.0,0.1512,c1cnc(CNc2nccc(Nc3cc[nH]n3)n2)nc1,0.5575
2061,T0143,104344-23-2,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,C18H31NO4,325.45,2.37,59.95,2,5,12,1,1,0.667,23,0,0,none,0.9397,1.0,0.9638,T0143,Pioglitazone,PPAR-gamma,噻唑烷二酮胰岛素增敏剂，促进脂肪组织脂质再分布、降低肝细胞脂毒性,0.197,无明确优势骨架命中,,,0.0,0.1972,c1ccccc1,0.5805
